osm_id,name,lat,lng,ward,ward_name,amenity,category,cuisine,takeaway,delivery,outdoor_seating,is_chain,opening_hours
node_12770262888,B. B. Gupta Bhelpuri House,19.026993,72.8545029,GN,Dharavi,fast_food,fast_food,breakfast,False,False,False,False,
node_12770270267,The Belgian Waffle co,19.0266601,72.8546014,GN,Dharavi,fast_food,fast_food,unknown,False,False,False,False,
node_12770270268,VJ Cafe,19.0266019,72.8546113,GN,Dharavi,fast_food,fast_food,unknown,True,False,True,False,
node_12770307845,Dairy Cone,19.0266669,72.8561421,GN,Dharavi,ice_cream,dessert,unknown,True,False,False,False,
node_12770327982,Giani's,19.0266236,72.8561189,GN,Dharavi,ice_cream,dessert,unknown,True,False,False,False,
node_12770327983,The Dessert Republic,19.0266432,72.8561302,GN,Dharavi,ice_cream,dessert,unknown,True,False,True,False,
node_13025860517,Shirke Vada Pav,19.0284665,72.8516525,GN,Dharavi,fast_food,fast_food,burger,False,False,False,False,
node_3899362068,Light Of Bharat,19.0242417,72.8376485,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_4705646991,Aaswad,19.0256504,72.8405857,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,
node_5209809870,Ashok Vada Pav,19.0205197,72.8313766,GS,Dadar,fast_food,fast_food,unknown,False,False,False,False,Mo-Sa 11:00-21:30
node_5221682036,Gomantak Boarding House,19.0232897,72.8422028,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_6110255887,Saurashtra,19.0194416,72.8404862,GS,Dadar,fast_food,fast_food,indian,False,False,False,False,Mo-Su 07:00-21:00
node_6187853585,Visawa,19.0195883,72.8407118,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,Mo-Su 10:00-23:00
node_6187853586,Tambe Aarogya Bhavan,19.0200638,72.840752,GS,Dadar,fast_food,fast_food,unknown,False,False,False,False,
node_6201766085,Bhaji,19.0150397,72.8453947,GS,Dadar,fast_food,fast_food,breakfast,False,False,False,False,
node_6367146879,Mani's Cafe,19.0262943,72.8506935,GS,Dadar,fast_food,fast_food,indian,False,False,False,False,
node_6383339473,Cafe Coffee Day,19.0214663,72.8568552,GS,Dadar,cafe,cafe,coffee_shop,True,False,False,True,
node_6985454769,Sharda Bhavan,19.0266841,72.8508606,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,Mo-Tu 07:30-20:30; Th-Su 07:30-20:30
node_6985454770,Cafe Bogeto,19.0260121,72.8501726,GS,Dadar,fast_food,fast_food,italian,False,False,False,False,Mo-Su 10:30-23:00
node_7132511485,Cafe Gulshan,19.0258324,72.8503463,GS,Dadar,restaurant,restaurant,persian,False,False,False,False,
node_7132511486,Snow Point,19.0257457,72.8503732,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_8138278125,Oleaf green grocer,19.0264385,72.850534,GS,Dadar,ice_cream,dessert,unknown,False,False,False,False,
node_10678399405,Utsav Restaurant,19.0152451,72.8306494,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,Mo-Su 11:00-23:30
node_10688895851,Dadar Lucky Restaurant,19.0184204,72.8355487,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,Mo-Su 10:00-22:00
node_11283018659,Koolar & Co,19.0260654,72.8550383,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_11362198269,DP's Fast Food Corner,19.0232212,72.8495362,GS,Dadar,fast_food,fast_food,chinese,False,False,False,False,
node_11451935139,Adarsha Family Restaurant,19.0199692,72.8419124,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_11451935573,The Bar Stock exchange,19.0246598,72.8355266,GS,Dadar,bar,bar,unknown,False,False,False,False,
node_11451942459,Starbucks,19.0252105,72.8359486,GS,Dadar,cafe,cafe,coffee_shop,True,False,False,True,
node_11451942460,Tamnak Thai,19.0252725,72.8354777,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_11451984338,Made over donuts,19.0253693,72.8397943,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_11451989742,KFC,19.0250626,72.8414244,GS,Dadar,fast_food,fast_food,chicken,True,False,False,True,
node_11451989747,Green restaurant and bar,19.0254993,72.8354998,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_11452004578,Terttulia,19.0255958,72.8353091,GS,Dadar,bar,bar,unknown,False,False,False,False,
node_11452005242,Pizza Hut,19.0251733,72.8415058,GS,Dadar,restaurant,restaurant,pizza,False,False,False,True,
node_11452005243,Naturals,19.0251825,72.835451,GS,Dadar,ice_cream,dessert,ice_cream,False,False,False,True,
node_11452005244,Ice Cream works,19.0247461,72.8352477,GS,Dadar,ice_cream,dessert,unknown,False,False,False,False,
node_11452007276,Baskin-Robbins,19.0252824,72.8399508,GS,Dadar,ice_cream,dessert,ice_cream,False,False,False,True,
node_11452010575,Sandwizzaa,19.0259788,72.8363788,GS,Dadar,fast_food,fast_food,unknown,False,False,False,False,
node_11452010577,Cryspy Frankie,19.0214096,72.839685,GS,Dadar,fast_food,fast_food,unknown,False,False,False,False,
node_11452014433,Subway,19.0251283,72.841609,GS,Dadar,fast_food,fast_food,sandwich,True,False,False,True,
node_11452014932,Costa,19.0256439,72.835739,GS,Dadar,cafe,cafe,coffee_shop,True,False,False,True,
node_11452014933,Rajarajeswari Bhuvan Veg Delight,19.0256904,72.8356382,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_12185901900,hotel Udipi Ramdas,19.0262674,72.8434222,GS,Dadar,cafe,cafe,south_indian_cuisine,False,False,False,False,Mo-Su 06:30-21:00
node_12306442151,House Of Misal,19.0223451,72.8424101,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_12337394180,McDonald's,19.0230074,72.8419885,GS,Dadar,fast_food,fast_food,burger,True,False,False,True,
node_12337394181,Burger King,19.0228982,72.8421409,GS,Dadar,fast_food,fast_food,burger,True,False,False,True,
node_12531357692,mani's,19.0227431,72.8494997,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,
node_12538079008,manis cafe,19.0257013,72.8393226,GS,Dadar,cafe,cafe,south_indian,False,False,False,False,Mo-Su 10:00-20:00
node_12770264193,Mani Cafe,19.0258534,72.8551118,GS,Dadar,cafe,cafe,unknown,True,False,True,True,"Mo-Fr 07:00-21:00,13:30-18:30; Sa 09:00-17:00; PH closed"
node_12770269345,DJ's Darjeeling Momo,19.0260213,72.8550423,GS,Dadar,fast_food,fast_food,dumplings,False,False,False,False,
node_12770299859,RAHUL'S,19.0259941,72.854975,GS,Dadar,fast_food,fast_food,curry,True,False,True,False,Mo-Su; PH closed
node_12895990299,Oven Fresh,19.0238403,72.8381351,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,10:00-00:00
node_13013445403,Trupti,19.0218791,72.8422497,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,Th-Tu 09:00-22:00
node_13019062439,D Damodar,19.0179454,72.8472451,GS,Dadar,fast_food,fast_food,indian,False,False,False,False,
node_13026558801,Shawarmaji,19.0257975,72.85527,GS,Dadar,fast_food,fast_food,chinese,False,False,False,False,
node_13040591057,Bastian At The Top,19.0249945,72.8415353,GS,Dadar,restaurant,restaurant,seafood,False,False,False,False,Tu-Su 12:00-01:00
node_13383226073,Cafe Colony Restaurant & Stores,19.0186376,72.8468361,GS,Dadar,cafe,cafe,unknown,False,False,False,False,
node_13388438514,Praag Juice center,19.0183062,72.8472608,GS,Dadar,fast_food,fast_food,juice,False,False,False,False,
node_13388448419,Jyoti,19.0172341,72.8478215,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,
node_13388452070,Gunjal Fruit and Juice Center,19.0182508,72.8473568,GS,Dadar,fast_food,fast_food,unknown,False,False,False,False,
node_13388454035,Keshav Rasvanti Gruh,19.0181475,72.847043,GS,Dadar,fast_food,fast_food,juice,False,False,False,False,
node_13388481048,Aarey Sarita,19.0172395,72.8470929,GS,Dadar,fast_food,fast_food,juice,False,False,False,False,
node_13388526975,Celejor,19.0183258,72.8475984,GS,Dadar,fast_food,fast_food,unknown,False,False,False,False,
node_13388534191,The Theona,19.0217771,72.8504401,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_13388539804,Punjabi Chandu Halwai,19.0183404,72.8478121,GS,Dadar,fast_food,fast_food,indian,False,False,False,False,
node_13388560743,Birdy's,19.0184438,72.847918,GS,Dadar,fast_food,fast_food,unknown,False,False,False,False,
node_13388561444,Swagat Veg Treat,19.0183868,72.8478897,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_13506627015,Gold Rush,19.0229074,72.8383773,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_13506627021,Prakash,19.0231855,72.8386864,GS,Dadar,cafe,cafe,unknown,False,False,False,False,
node_13506627026,Sujata,19.022768,72.8387543,GS,Dadar,restaurant,restaurant,unknown,False,False,False,False,
node_13634287511,Cafe Muttuswami,19.0171496,72.8446127,GS,Dadar,restaurant,restaurant,indian,False,False,False,False,
node_1560248754,Terminal food court,19.092192,72.8536714,HE,Santacruz East,fast_food,fast_food,unknown,False,False,False,False,
node_10227105192,What The Fries,19.0801278,72.8537671,HE,Santacruz East,fast_food,fast_food,pizza,False,False,False,False,
node_11069678652,Chitale Bandhu,19.0921641,72.8572109,HE,Santacruz East,fast_food,fast_food,unknown,False,False,False,False,
node_11069678653,Oasis Lounge,19.0922376,72.8572364,HE,Santacruz East,bar,bar,unknown,False,False,False,False,
node_11069678659,Cafeccino,19.0917053,72.8567979,HE,Santacruz East,cafe,cafe,unknown,False,False,False,False,
node_11069678660,Haldiram's,19.091692,72.8568596,HE,Santacruz East,fast_food,fast_food,indian,True,False,False,True,
node_11277065879,My Little Tea Pot,19.0825059,72.8574319,HE,Santacruz East,cafe,cafe,unknown,False,False,False,False,Mo-Su 09:00-21:00
node_12408773235,Fries.com,19.0801058,72.8538114,HE,Santacruz East,cafe,cafe,burger,False,False,True,False,Mo-Su 09:00-21:00
node_12415386368,Cafe Gulshan,19.0750493,72.8421734,HE,Santacruz East,cafe,cafe,coffee_shop,False,False,False,False,Mo-Su 09:00-20:00
node_12536371673,radha krushma,19.0807897,72.8426176,HE,Santacruz East,cafe,cafe,coffee_shop,False,False,False,False,Mo-Su 08:00-21:00
node_12536403663,gulshan cafe,19.0739809,72.8431413,HE,Santacruz East,cafe,cafe,coffee_shop,False,False,False,False,Mo-Su 10:00-22:00
node_13235109727,Vaishno Food Point,19.0806835,72.8478844,HE,Santacruz East,fast_food,fast_food,unknown,False,False,False,False,
node_13773028227,McDonald's,19.0805746,72.8411066,HE,Santacruz East,fast_food,fast_food,burger,True,False,False,True,
node_13773028228,Burger King,19.0809471,72.8396804,HE,Santacruz East,fast_food,fast_food,burger,True,False,False,True,
way_354066471,Hotel Radhakrishna,19.0833956,72.8428536,HE,Santacruz East,restaurant,restaurant,regional,False,False,False,False,Mo-Su 10:00-22:00
way_1327051201,Cafe Montana,19.0835203,72.8440459,HE,Santacruz East,cafe,cafe,coffee_shop,False,False,False,False,Mo-Su 09:00-22:00
way_1460053824,Gracias Granny,19.0786619,72.8376146,HE,Santacruz East,restaurant,restaurant,mexican,True,True,True,True,10:00-23:00
way_1505434553,Starbucks,19.0785841,72.8376134,HE,Santacruz East,cafe,cafe,coffee_shop,True,False,True,True,
node_1514451615,Hotel Samudra,19.0748494,72.8258483,HW,Santacruz West,restaurant,restaurant,south_indian,False,False,False,False,
node_2680831253,Keep Kool Ice Cream & Food,19.074102,72.8283694,HW,Santacruz West,fast_food,fast_food,unknown,False,False,False,False,
node_2719044956,Modern Tea House,19.0752035,72.8259183,HW,Santacruz West,cafe,cafe,unknown,False,False,False,False,
node_3606640948,Me So Happy,19.0712279,72.8338775,HW,Santacruz West,restaurant,restaurant,unknown,False,False,False,False,
node_6124434685,Shankar Bhel Sandwiches,19.0723694,72.8374764,HW,Santacruz West,fast_food,fast_food,sandwich,False,False,False,False,
node_7047840108,KCROASTERS - By Koinonia,19.0731837,72.8263765,HW,Santacruz West,cafe,cafe,unknown,False,False,False,False,Mo-Su 08:00-21:30
node_8347805191,Brenco Breweries,19.0761513,72.8272545,HW,Santacruz West,bar,bar,unknown,False,False,False,True,24/7
node_10221860722,Ajivasan Hall,19.0864992,72.8309108,HW,Santacruz West,restaurant,restaurant,unknown,False,False,False,False,
node_10221860821,Banana Leaf,19.0853517,72.8298349,HW,Santacruz West,restaurant,restaurant,indian,False,False,False,False,
node_11054957005,Cecconi’s,19.0904176,72.8270788,HW,Santacruz West,restaurant,restaurant,italian,False,False,False,False,
node_11372185903,Little Italy,19.0896644,72.8276046,HW,Santacruz West,restaurant,restaurant,unknown,False,False,False,False,
node_11426727397,Pritam Da Dhaba,19.0913756,72.8278114,HW,Santacruz West,restaurant,restaurant,unknown,False,False,False,False,
node_11426734643,Grandmama's Cafe,19.0913972,72.8277925,HW,Santacruz West,restaurant,restaurant,unknown,False,False,False,False,
node_11518380934,Sesame - Hyatt Centric Juhu,19.0917013,72.8280071,HW,Santacruz West,restaurant,restaurant,pan_asian,False,False,False,False,Mo-Su 07:00-23:30
node_11901183801,Starbucks,19.0756716,72.8317315,HW,Santacruz West,cafe,cafe,coffee_shop,True,False,False,True,
node_12731973456,Naturals,19.0740923,72.8338185,HW,Santacruz West,ice_cream,dessert,ice_cream,False,False,False,True,
node_12920034718,August Cafe,19.071019,72.8331048,HW,Santacruz West,cafe,cafe,unknown,False,False,False,False,
node_13089348621,Khao Piyo,19.0715458,72.8338617,HW,Santacruz West,restaurant,restaurant,unknown,False,False,False,False,
node_13097872628,National Milk Centre,19.0697501,72.8378884,HW,Santacruz West,fast_food,fast_food,unknown,False,False,False,False,
node_13231494994,Third Wave Coffee Roasters,19.0847062,72.834941,HW,Santacruz West,cafe,cafe,coffee_shop,True,True,False,True,
node_13231494998,Mazi,19.0845357,72.8351765,HW,Santacruz West,cafe,cafe,unknown,False,False,False,False,Mo-Su 08:00-23:00
node_13238145683,The Bluebop Cafe,19.0726333,72.8343212,HW,Santacruz West,restaurant,restaurant,unknown,False,False,False,False,
node_3289533443,Sahara,19.0796355,72.8799871,KE,Kurla,restaurant,restaurant,regional,False,False,False,False,
node_3289533448,Skyway,19.0805957,72.8812014,KE,Kurla,restaurant,restaurant,regional,False,False,False,False,
node_3289573073,Hotel Ravi Pure Veg,19.0747496,72.8709793,KE,Kurla,restaurant,restaurant,south_indian,False,False,False,False,
node_3524664707,"Pondichery Cafe, Sofitel Hotel",19.0678286,72.8689535,KE,Kurla,cafe,cafe,regional,False,False,False,False,
node_3529566936,GULAM MOHHAMED SHUBRATI BUILDING;suleman usman mithiwala,19.0621078,72.8769645,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_3532119179,Sheetal Restaurant,19.0647322,72.8823854,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_3532120654,cafe nar restarunt,19.064423,72.8818866,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_3532210535,sawali hotel,19.0630215,72.8828264,KE,Kurla,restaurant,restaurant,unknown,False,True,False,False,
node_6580341105,Burn Bar and Kitchen,19.0722688,72.8703023,KE,Kurla,restaurant,restaurant,mexican,False,False,False,False,Mo-Su 11:30-02:30
node_10779234885,Hitchki,19.0695355,72.869828,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_11432071328,Nityanand Family Restaurant,19.0805224,72.8897014,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_11432077437,Tiffins,19.0804748,72.8894691,KE,Kurla,fast_food,fast_food,unknown,False,False,False,False,
node_11449378649,Domino's,19.0752931,72.8767607,KE,Kurla,fast_food,fast_food,pizza,True,False,False,True,
node_11451543495,Hotel Sitaram,19.0831187,72.8851007,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_11451948925,Istanbul Darbar,19.0790685,72.8799913,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,Mo-Su 08:00-23:00
node_11452002809,PizzaExpress,19.0692375,72.8694557,KE,Kurla,restaurant,restaurant,pizza,False,False,False,True,
node_11452008048,SHAHI Dessert and Fast Food Juice,19.0824643,72.8822461,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_11452014432,Karizma Dhaba,19.0770406,72.8780007,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_11452017570,Sunlight Restaurant,19.0816717,72.8817638,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_11587668954,My Little Tea Pot,19.0781157,72.8671645,KE,Kurla,cafe,cafe,coffee_shop,False,False,False,False,Mo-Su 09:00-21:00
way_359780137,Deluxe Restaurant,19.0726519,72.8761432,KE,Kurla,restaurant,restaurant,unknown,False,False,False,False,
node_2071267071,Red Box,19.1399689,72.8313705,KW,Andheri West,restaurant,restaurant,chinese,False,False,False,False,
node_2071267387,Caravan Serai,19.13986,72.8313893,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_2124836823,Shreeji's,19.148777,72.8316241,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_2125053356,Infinity Mall Food Court,19.1412504,72.8310858,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_2125146883,Delicacy Of China,19.1421445,72.829096,KW,Andheri West,restaurant,restaurant,chinese,False,False,False,False,
node_2125146897,Sandwizzaa,19.1420584,72.8290879,KW,Andheri West,fast_food,fast_food,sandwich,False,False,False,False,
node_2125146906,Costa,19.1420001,72.8290745,KW,Andheri West,cafe,cafe,coffee_shop,True,False,False,True,
node_2125165377,Third Wave Coffee Roasters,19.1466604,72.8287469,KW,Andheri West,cafe,cafe,coffee_shop,True,True,False,True,
node_2125165395,Starbucks,19.1465656,72.829164,KW,Andheri West,cafe,cafe,coffee_shop,True,False,False,True,
node_2125320195,Cafe Coffee Day,19.141372,72.8312307,KW,Andheri West,cafe,cafe,coffee_shop,True,False,False,True,
node_2125320197,Subway,19.141068,72.8311556,KW,Andheri West,fast_food,fast_food,sandwich,True,False,False,True,
node_2125324753,Di Bella Coffee,19.1253994,72.8222426,KW,Andheri West,cafe,cafe,coffee_shop,False,False,False,False,
node_2125326735,Nom Nom,19.1252302,72.8223454,KW,Andheri West,restaurant,restaurant,asian,False,False,False,False,
node_2125326739,Banana Leaf,19.125049,72.8225121,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,Mo-Su 09:00-21:00
node_2126250492,Mainland China,19.1414769,72.8323049,KW,Andheri West,restaurant,restaurant,chinese,False,False,False,False,"Fr-Tu 12:00-15:30,19:00-23:30, We,Th 12:00-01:00"
node_2130342936,Third Wave Coffee Roasters,19.1290999,72.817759,KW,Andheri West,cafe,cafe,coffee_shop,True,True,True,True,
node_2148660919,Some Like It Hot,19.1343689,72.8263899,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_2148661125,Radha Krishna,19.1344031,72.825419,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,"Mo-Su 11:00-15:00, 19:00-23:00"
node_2189763326,The Courtyard,19.1315553,72.837364,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_2363117996,Indigo Deli,19.1366014,72.8274576,KW,Andheri West,restaurant,restaurant,international,False,False,False,False,
node_2364363843,Oh Calcutta! Express,19.1396292,72.826996,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_2364385923,Astro Cafe,19.1373689,72.8294395,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_2365365543,Chocolateria San Churro,19.1393928,72.8314734,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_2365365562,Alfredo's Bar And Diner,19.1394688,72.8314681,KW,Andheri West,restaurant,restaurant,italian,False,False,False,False,
node_2365365573,Carter's Blue,19.1395722,72.8314527,KW,Andheri West,fast_food,fast_food,mediterranean,False,False,False,False,
node_2365365585,The Chocolate Room,19.1393377,72.8314766,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_2365365592,Debonair Pizza,19.1396452,72.8314506,KW,Andheri West,fast_food,fast_food,pizza,False,False,False,False,
node_2366784005,Almond Flower,19.145159,72.8294735,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_2370526133,Cafe Coffee Day,19.1374036,72.8271916,KW,Andheri West,cafe,cafe,coffee_shop,True,False,False,True,
node_2590293389,Debonair's Pizza,19.1254375,72.8222001,KW,Andheri West,restaurant,restaurant,pizza,False,False,False,False,
node_3008644986,Cafe Coffee Day,19.1319124,72.832721,KW,Andheri West,cafe,cafe,coffee_shop,True,False,False,True,
node_3221689756,Pebbles,19.1406806,72.8319318,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_3221694302,Kailash Parbat,19.140888,72.831892,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_3226547544,Pishu's,19.136433,72.8288475,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_3293516346,Burger King,19.1413314,72.8310882,KW,Andheri West,fast_food,fast_food,burger,True,False,False,True,
node_3293516347,Starbucks,19.141731,72.8309285,KW,Andheri West,cafe,cafe,coffee_shop,True,False,False,True,
node_3630342040,Gettogether,19.1287104,72.8257708,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_3687744159,Swades,19.1298351,72.818126,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_3771463609,Mamagoto,19.1406213,72.8339783,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_3791147462,Sharma Fast Food,19.1291201,72.8258675,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_3903081147,Pizza Box,19.1286367,72.8206353,KW,Andheri West,restaurant,restaurant,pizza,False,False,False,False,
node_3921991022,Urban Tadka,19.1268334,72.8217224,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_3980133295,Blue Park,19.1305037,72.8187534,KW,Andheri West,restaurant,restaurant,regional,False,False,True,False,
node_3981585574,Zoodles,19.1494495,72.8312819,KW,Andheri West,fast_food,fast_food,south east asian,False,False,False,False,
node_4051431789,Amritsari Tadka,19.1290697,72.8219944,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_4590912467,Versova Social,19.1263675,72.8205036,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_4924405451,Off The Grid,19.1404949,72.8333182,KW,Andheri West,restaurant,restaurant,italian,False,False,False,False,
node_4951965621,Hard Rock Cafe,19.1360221,72.8355486,KW,Andheri West,restaurant,restaurant,american,False,False,False,True,
node_4970562243,One Point Six,19.1266104,72.8207329,KW,Andheri West,cafe,cafe,cafe,False,False,False,False,
node_6565133285,Bennies by Flags,19.1438494,72.8291669,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,Mo-Su 12:00-00:00
node_6908315507,Eden Goodness Cafe,19.1489182,72.8322127,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_7159653244,Jumbo King,19.1290992,72.8219615,KW,Andheri West,fast_food,fast_food,burger,True,False,False,True,
node_7160197819,Urban Tadka,19.1344047,72.8261679,KW,Andheri West,restaurant,restaurant,north_indian,False,False,False,False,
node_7162138708,My Froyoland,19.1365344,72.8287587,KW,Andheri West,ice_cream,dessert,unknown,False,False,False,False,
node_7162138709,Silver Beach Cafe,19.1365431,72.8288816,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_7162138710,Chai Pe Charcha,19.1367205,72.8287521,KW,Andheri West,cafe,cafe,tea,False,False,True,False,
node_7425718016,McDonald's,19.14113,72.8254739,KW,Andheri West,fast_food,fast_food,burger,True,False,False,True,
node_7425718027,Tim Hortons,19.147313,72.8229751,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_7426184232,Lebanese Point,19.1411463,72.8248928,KW,Andheri West,restaurant,restaurant,lebanese,False,False,False,False,
node_7426184237,Monsoon Chaat Corner,19.1431939,72.8246503,KW,Andheri West,fast_food,fast_food,chaat,False,False,False,False,
node_7426184239,Breadkraft,19.1426922,72.8246504,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_7426184248,Nature's Basket,19.1454282,72.8292549,KW,Andheri West,ice_cream,dessert,unknown,False,False,False,True,
node_7426184252,Bistro 1,19.1367233,72.8289402,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_7439524969,Starbucks,19.1473483,72.8235287,KW,Andheri West,cafe,cafe,coffee_shop,True,False,False,True,
node_9080857996,Cafe Pefe,19.14119,72.8273496,KW,Andheri West,cafe,cafe,coffee_shop,False,True,True,False,Mo-Su 11:00-23:00
node_9120887949,Pishu's,19.1283482,72.825145,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_9130241611,The Flying Saucer,19.1393769,72.8320582,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_9132742307,Nagori Irani Chai,19.1439765,72.8315222,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_9132742310,Baba Ka Dhaba,19.1440644,72.8315177,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,
node_9132758779,Chinese Express,19.1432285,72.8315366,KW,Andheri West,fast_food,fast_food,unknown,True,True,False,False,
node_9132764340,M Town Cafe,19.1429429,72.831573,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_9132850195,Sumati,19.1276142,72.832491,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_9134871901,PizzaExpress,19.1320723,72.8347455,KW,Andheri West,restaurant,restaurant,pizza,False,False,False,True,
node_9137914471,Sai Kripa Sandwich Center,19.1285058,72.8254022,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_9137914472,Shankar Vada Pav Center,19.1284493,72.8253821,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_9139640433,Gupta Vadapav Center,19.1363608,72.8215805,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_9139716424,Chai Gaadi,19.141208,72.8197968,KW,Andheri West,cafe,cafe,unknown,False,False,False,False,
node_9505205402,cafe cafe,19.1451886,72.8232992,KW,Andheri West,cafe,cafe,coffee_shop,False,False,True,False,24/7
node_9828587930,Karim’s,19.136663,72.8282452,KW,Andheri West,restaurant,restaurant,mughlai,False,False,False,False,
node_10779536078,Whatta Waffle,19.1295341,72.818974,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_10779536079,Doof,19.1292975,72.819105,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_10925550784,Pop Tate's,19.141462,72.8336248,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_11081366727,Naga Belly,19.1297396,72.8247736,KW,Andheri West,restaurant,restaurant,indian,False,False,False,False,"Mo-Su 12:00-16:00,18:30-23:00"
node_11341347607,Modern Aaji,19.1300624,72.8178585,KW,Andheri West,restaurant,restaurant,maharashtrian,False,True,False,False,"10:30-15:30,19:30-24:00"
node_12328160372,Jai Bajrang Bali,19.1364074,72.8216117,KW,Andheri West,fast_food,fast_food,chaat,False,False,False,False,
node_12328165734,The Trans Café,19.1362433,72.8214729,KW,Andheri West,fast_food,fast_food,unknown,False,False,False,False,
node_12395671885,Shot Stories,19.1348644,72.8327535,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
node_12395684114,The Irish House,19.1348437,72.833004,KW,Andheri West,bar,bar,unknown,False,False,False,False,
node_12395684148,McDonald's,19.1349474,72.8330032,KW,Andheri West,fast_food,fast_food,burger,True,False,False,True,
node_12395684150,Cream Centre,19.1348178,72.8327917,KW,Andheri West,restaurant,restaurant,chinese,False,False,False,False,
node_12395684151,Osteria,19.1361347,72.8334523,KW,Andheri West,bar,bar,unknown,False,False,False,False,
node_12395684160,Starbucks,19.135472,72.8333852,KW,Andheri West,cafe,cafe,coffee_shop,True,False,True,True,
node_12395684166,Era,19.1362869,72.8333984,KW,Andheri West,restaurant,restaurant,unknown,False,False,False,False,
